자연장지시설,경기도,화성시,화성나래원 수목장,경기도 화성시 만세구 팔탄면 온천로 280-6 (덕천리),031-352-7214,null,hwaseongsumokjang.com/,20,사설,1200.0,미설치,미설치,설치,미설치,미설치
자연장지시설,경상북도,경주시,용주사 자연장지,경상북도 경주시 서면 하늘마루길 328 (도리),054-753-5678,null,https://yongjusa.com/,null,사설,0,미설치,미설치,설치,설치,미설치
자연장지시설,전북특별자치도,익산시,익산하늘공원 제2자연장지,"전북특별자치도 익산시 무왕로 1471-63 (석왕동, 익산공원묘지)",063-859-3840,063-859-3868,null,null,공설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경상북도,성주군,(재)우성공원묘원 자연장지,"경상북도 성주군 선남면 관용로 470-54 (용신리, 우성공원사무소)",054-933-4774,null,woosungpark.com,900,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경기도,김포시,청솔수목장,경기도 김포시 월곶면 애기봉로409번길 82-11 (개곡리),031-1899-4266,null,www.chungsol.net,30,사설,0,미설치,미설치,설치,설치,미설치
자연장지시설,경기도,김포시,살렘전원그리스도의교회자연장지,경기도 김포시 월곶면 김포대학로 130 (포내리),031-982-6953,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,충청남도,예산군,향천사 수목장,"충청남도 예산군 예산읍 향천사로 117-20 (향천리, 금오산향천사)",041-335-3556,null,null,0,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경상남도,밀양시,여여정사 수목장,경상남도 밀양시 삼랑진읍 행곡1길 180-158 (행곡리),055-355-9247,null,null,null,사설,1000.0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경기도,광주시,분당추모공원휴(자연장),경기도 광주시 오포로 211-49 (능평동),031-762-3000,null,www.huepark.co.kr,204,사설,0,미설치,미설치,설치,설치,미설치
자연장지시설,경기도,화성시,화성하늘공원 수목장림,경기도 화성시 만세구 장안면 포승장안로 1035 (장안리),031-351-4440,null,hwaseongsoop.com/,14,사설,0,미설치,미설치,설치,설치,미설치
자연장지시설,충청남도,서산시,경인침례교회 자연장지,충청남도 서산시 지곡면 산성리 1-2,032-571-0028,null,null,0,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,강원특별자치도,동해시,동해시하늘정원자연장지,"강원특별자치도 동해시 강원남부로 4589 (단봉동, 동해시하늘정원)",033-530-2796,033-530-2735,null,null,공설,4800.0,미설치,미설치,설치,미설치,미설치
자연장지시설,전북특별자치도,전주시 완산구,전주효자자연장,"전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705-138 (효자동3가, 전주승화원)",063-239-2690,null,null,10,공설,4200.0,설치,설치,설치,설치,설치
자연장지시설,경상북도,포항시,원진사지장회수목장,경상북도 포항시 남구 동해면 금광로438번길 108 (신정리),054-274-9443,null,null,null,사설,300,미설치,미설치,미설치,미설치,미설치
자연장지시설,전북특별자치도,김제시,(재)지평선전북공원묘원(자연),전북특별자치도 김제시 금구면 선암1길 290 (선암리),063-546-5011,null,blog.naver.com/jb09002,100,사설,1300.0,미설치,미설치,설치,설치,미설치
자연장지시설,충청북도,진천군,원각사 자연장지,충청북도 진천군 백곡면 양백리 산72-5,null,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,충청남도,아산시,아산시공설자연장지,충청남도 아산시 송악면 외암로 30-30 (거산리),041-538-1940,null,null,null,공설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,충청북도,청주시,청주시목련공원자연장,"충청북도 청주시 상당구 목련로 731 (월오동, 목련공원)",043-270-8578,043-201-1948,null,181,공설,5937.0,설치,설치,설치,설치,미설치
자연장지시설,전라남도,담양군,오룡군립묘원 자연장지,전라남도 담양군 무정면 오룡리 산29,061-380-3384,null,www.damyang.go.kr,50,공설,800,미설치,미설치,설치,설치,미설치
자연장지시설,강원특별자치도,양양군,자연으로추모정원,강원특별자치도 양양군 현남면 매호길 273 (후포매리),033-671-6279,null,null,30,사설,2000.0,설치,미설치,설치,설치,미설치
자연장지시설,경기도,가평군,영은교회 자연장지(수목장),경기도 가평군 설악면 설곡리 산 224-8,02-2676-7171,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전라남도,진도군,보배숲추모공원(군립),"전라남도 진도군 진도읍 진도대로 7363-110 (동외리, 관리사무소)",061-544-6101,null,null,null,공설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경기도,안성시,우성공원묘원(자연장지),"경기도 안성시 일죽면 화곡길 158 (화곡리, 우성공원묘원)",031-672-5008,null,www.wspark.co.kr,null,사설,1625.0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전라남도,장성군,자연숲추모공원 수목장림,전라남도 장성군 삼계면 영장로 900-53 (부성리),061-395-2040,061-395-2054,jangseong.nfcf.or.kr,100,사설,13760.0,미설치,미설치,설치,설치,미설치
자연장지시설,충청남도,당진시,남부권공설묘지 자연장지,충청남도 당진시 신평면 상오로 31 (상오리),041-350-3736,041-362-7387,null,null,공설,6700.0,설치,미설치,미설치,미설치,미설치
자연장지시설,광주광역시,북구,광주영락공원 청마루동산,광주광역시 북구 영락공원로 170 (효령동),062-572-4384,062-572-1702,www.cyberyoungrak.or.kr/cms/bbs/dk_content.php?ht_id=cyber_02_4,10,공설,15000.0,설치,설치,설치,설치,미설치
자연장지시설,경상남도,남해군,이동무림삼자자연장지,경상남도 남해군 이동면 무림리 산206,null,null,null,null,공설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전북특별자치도,완주군,(재)호정공원(자연장),전북특별자치도 완주군 화산면 운곡로 381-64 (운곡리),063-214-1009,null,www.hjcloud9.com/,480,사설,33833.0,미설치,미설치,설치,설치,설치
자연장지시설,전북특별자치도,김제시,(사)바울선교회 자연장지,전북특별자치도 김제시 만경읍 화포리 543-1,063-254-8418,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경기도,평택시,(재)서호추모공원 자연장지,경기도 평택시 청북읍 고렴길 161-12 (고렴리),031-683-4505,null,www.seohopark.kr,null,사설,524,설치,미설치,설치,설치,설치
자연장지시설,전라남도,순천시,베다니수목장,전라남도 순천시 서면 압곡리 156-2,061-744-7915,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전라남도,완도군,완도안디옥교회 자연장지,전라남도 완도군 군외면 당인리 429-1,061-554-1004,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경상남도,통영시,새소명교회동산,경상남도 통영시 도산면 도선리 산301-1,055-241-0278,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전라남도,장흥군,장흥공설자연장지,"전라남도 장흥군 장흥읍 금산신기길 131 (금산리, 공원묘지관리실)",061-860-5864,null,null,30,공설,0,미설치,미설치,설치,미설치,미설치
자연장지시설,경상북도,영덕군,삼사교회 자연장지,경상북도 영덕군 강구면 삼사리 457,054-733-4588,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전라남도,함평군,대한예수교장로회 함평교회,전라남도 함평군 함평읍 장년리 86-3,061-324-1324,null,null,5,사설,300,미설치,미설치,설치,미설치,미설치
자연장지시설,경기도,안산시 단원구,와동꽃빛공원 자연장지,경기도 안산시 단원구 순환로 390 (와동),031-481-3359,031-481-6661,null,100,공설,2492.0,설치,설치,설치,미설치,미설치
자연장지시설,전북특별자치도,남원시,남원동북교회 자연장지,전북특별자치도 남원시 용정동 447-12,063-626-9191,null,null,0,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전라남도,진도군,보배숲추모공원(산림조합),"전라남도 진도군 진도읍 진도대로 7363-110 (동외리, 관리사무소)",061-544-6101,061-544-6105,jindo.nfcf.or.kr,100,사설,3000.0,설치,설치,설치,설치,미설치
자연장지시설,제주특별자치도,제주시,제주시어승생한울누리공원,"제주특별자치도 제주시 산록북로 70 (연동, 어승생한울누리공원)",064-728-2565,null,www.jeju.go.kr/wel/burial/facInfo/hanul.htm,null,공설,15578.0,설치,설치,설치,설치,미설치
자연장지시설,강원특별자치도,양구군,양구봉안공원 자연장지,강원특별자치도 양구군 양구읍 금강산로 518-40 (하리),033-480-2577,null,null,30,공설,1500.0,미설치,미설치,설치,미설치,미설치
자연장지시설,경기도,안성시,명성교회 자연장지,경기도 안성시 삼죽면 마전리 132-4,02-486-1004,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,인천광역시,옹진군,연평리공설묘지 자연장지,인천광역시 옹진군 연평면 연평리 661-5,032-899-2333,null,null,null,공설,104,미설치,미설치,미설치,미설치,미설치
자연장지시설,경상북도,영천시,개원추모공원 자연장지,경상북도 영천시 신녕면 장수로 2238-9 (화남리),054-336-0992,null,www.gwpark.net/,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,강원특별자치도,춘천시,(주)광림공원 동산공원묘원(자연장),"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",033-263-9446,null,www.dongsanpark.co.kr,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,광주광역시,북구,망월묘지공원(자연장),"광주광역시 북구 민주로 285 (운정동, 망월동묘지공원관리사무소)",062-572-1701,null,null,null,공설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경기도,가평군,영은교회 자연장지(수목장림),경기도 가평군 설악면 설곡리 산 224-8,02-2676-7171,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경기도,양평군,갈월사 자연장지,"경기도 양평군 양평읍 충신로324번길 64 (창대리, 갈월사)",031-774-7374,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,제주특별자치도,서귀포시,성산읍공설자연장지,제주특별자치도 서귀포시 성산읍 수산리 4711,064-760-4234,064-760-4209,null,null,공설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,경상북도,고령군,대구남덕교회부활동산,경상북도 고령군 성산면 사부리 산131,054-950-6213,null,www.namduk.org/,30,사설,1000.0,미설치,미설치,설치,미설치,미설치
자연장지시설,경기도,연천군,수불사추모공원,"경기도 연천군 청산면 전영로215번길 153-16, 수불사 추모공원",031-832-6222,null,subulsa.kr/greeting,20,사설,0,미설치,미설치,미설치,미설치,설치
자연장지시설,전라남도,보성군,대한불교조계종 대원사,전라남도 보성군 문덕면 죽산길 506-8 (죽산리),061-852-1755,null,null,100,사설,60,미설치,미설치,설치,미설치,미설치
자연장지시설,경기도,광주시,소망수양관 자연장지,경기도 광주시 곤지암읍 건업리 54-4,02-512-9191,null,null,100,사설,33,설치,미설치,설치,미설치,미설치
자연장지시설,경상남도,창원시 마산합포구,장수암 자연장지,"경상남도 창원시 마산합포구 구산면 원전1길 141 (심리, 장수암)",055-221-1510,null,null,100,사설,0,설치,미설치,설치,설치,설치
자연장지시설,울산광역시,울산광역시,울산하늘공원 자연장지,울산광역시 울주군 삼동면 보삼길 550 (조일리),052-255-3800,052-255-3809,null,10,공설,60500.0,설치,설치,설치,설치,설치
자연장지시설,경기도,광주시,중흥교회 자연장(남서울가족공원),경기도 광주시 곤지암읍 가마을길 83-14 (오향리),031-764-4680,null,www.남서울가족공원.com,100,사설,208,미설치,미설치,설치,설치,설치
자연장지시설,충청남도,계룡시,재단법인 아너스홈,충청남도 계룡시 두마면 제1산단로 132 (입암리),042-585-0536,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
자연장지시설,전북특별자치도,전주시 완산구,에덴의정원 수목장,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705-62 (효자동3가),063-226-0107,null,www.eden-jungwon.co.kr,22,사설,12000.0,미설치,미설치,설치,설치,설치
자연장지시설,강원특별자치도,춘천시,일월사추모공원(자연장지),강원특별자치도 춘천시 남산면 봉의텃골길 149-10 (행촌리),033-243-3654,null,null,null,사설,0,미설치,미설치,미설치,미설치,미설치
