sido,sigungu,name,address,phone,rooms,coffins,parking,extras,type,map
전라남도,해남군,우수영장례식장,"전라남도 해남군 문내면 관광레저로 534-5, 우수영장례식장",061-535-4440,3,4,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,금정구,강산병원장례식장,부산광역시 금정구 공단로 7강산병원장례식장 (금사동),051-532-9119,3,4,50,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,전주시 덕진구,전주시 덕진구현대장례식장,전라북도 전주시 덕진구 초포다리로 64 (호성동1가),063-275-4444,4,4,200,주차장·장애인편의시설,사설(전문),
전라남도,곡성군,곡성섬진장례식장,전라남도 곡성군 곡성읍 곡성로 935 (읍내리),061-362-9200,3,4,0,주차장,사설(전문),
부산광역시,동래구,동래봉생병원장례식장,"부산광역시 동래구 충렬대로348번길 23 (낙민동, 설봉빌딩)",051-531-7100,8,10,0,식당·매점·주차장·장애인편의시설,사설(병원),
충청남도,아산시,온양장례식장,충청남도 아산시 곡교천로 171 (온천동),041-547-4444,6,8,120,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,안성시,동일죽장례식장,"경기도 안성시 일죽면 서동대로 7866 (당촌리, 동일죽장례식장)",031-674-4446,3,4,90,주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,증평군,증평대한장례식장,충청북도 증평군 증평읍 인삼로 323 (미암리),043-836-7002,4,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,제천시,제천제일장례식장,충청북도 제천시 내토로10길 21 (천남동),043-645-4114,6,10,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,사하구,자연병원장례식장,부산광역시 사하구 장평로 1 (장림동),051-262-1023,3,8,150,식당·매점·주차장·유족대기실,사설(병원),
서울특별시,강서구,강서개화장례식장,서울특별시 강서구 양천로 35 (방화동),02-2661-4444,4,6,100,식당·매점·주차장·유족대기실,사설(병원),
서울특별시,동대문구,삼육서울병원 추모관장례식장,서울특별시 동대문구 망우로 82 (휘경동),02-2215-4444,13,20,0,매점·주차장,사설(병원),
경상남도,하동군,새진교장례식장,경상남도 하동군 진교면 경충로 1155 (진교리),055-884-8224,3,3,60,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,동두천시,이담장례식장,"경기도 동두천시 삼육사로 747, 이담장례식장 (상패동, 아시엘요양병원)",031-866-7300,6,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,영천시,효사랑요양병원장례식장,"경상북도 영천시 금호읍 금호로 484 (신월리, 효사랑요양병원)",054-337-4044,3,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,포천시,금강산장례문화원장례식장,경기도 포천시 일동면 금강로 4641 (수입리),031-534-4442,4,6,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,전주시 완산구,효사랑장례문화원장례식장,"전라북도 전주시 완산구 용머리로 77 (효자동1가, 효사랑가족요양병원)",063-250-4444,5,8,350,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,화성시,화성중앙종합병원장례식장,"경기도 화성시 향남읍 발안로 5 (평리, 화성중앙병원)",031-352-4483,3,8,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,정읍시,신태인장례식장,전라북도 정읍시 신태인읍 신태인공단길 16 (백산리),063-571-6300,4,4,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
광주광역시,서구,천지문화원장례식장,광주광역시 서구 풍서좌로 173-1 (매월동),062-527-1000,12,18,500,식당·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,증평군,의증평휴장례식장,충청북도 증평군 증평읍 중앙로 114지하1층 (초중리),043-838-6663,3,6,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
인천광역시,중구,인천기독병원장례식장,"인천광역시 중구 답동로30번길 10 (율목동, 인천기독병원)",032-765-4440,3,6,120,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,경산시,삼성병원장례식장,"경상북도 경산시 하양읍 대경로 795 (동서리, 하양삼성병원)",053-854-4444,2,4,30,식당·매점·주차장·유족대기실,사설(병원),
경상남도,진주시,한빛장례식장,경상남도 진주시 대신로 120(상평동),055-756-0300,4,10,300,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,김해시,녹십자요양병원장례식장,경상남도 김해시 호계로 416 녹십자요양병원 (부원동),055-338-3501,2,4,30,식당·매점·주차장·유족대기실,사설(병원),
인천광역시,연수구,더연수장례식장,인천광역시 연수구 벚꽃로 122 (연수동),032-819-1024,5,8,300,식당·매점·주차장·유족대기실,사설(전문),
충청북도,청주시 청원구,청주성모병원 장례식장,충청북도 청주시 청원구 주성로 173-19 (주중동),043-210-5444,8,14,900,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,영주시,대영장례식장,경상북도 영주시 봉화로 89 (상망동),054-634-4441,2,4,30,주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,안동시,안동병원장례식장,경상북도 안동시 앙실로 11 (수상동),054-840-0030,9,12,0,식당·매점·주차장·유족대기실,사설(병원),
전라남도,목포시,목포시한국병원장례식장,전라남도 목포시 영산로 483 (상동),061-270-5440,2,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
대구광역시,수성구,황금요양병원 장례식장,대구광역시 수성구 수성로 216.2층 (2층),053-745-4444,3,6,100,식당·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,구미시,순천향장례식장,"경상북도 구미시 1공단로 179 (공단동, 구미순천향병원)",054-464-4444,4,8,300,식당·주차장·유족대기실,사설(병원),
대구광역시,북구,첨단요양병원장례식장,"대구광역시 북구 대현로 19 (대현동,대현첨단병원)",053-669-1004,2,4,80,주차장·유족대기실,사설(병원),
경상남도,진주시,진주장례식장,경상남도 진주시 남강로 1721 (초전동),055-759-4141,5,12,100,주차장·유족대기실,사설(전문),
전라남도,곡성군,곡성장례식장,전라남도 곡성군 곡성읍 중앙로 26-8 (죽동리),061-362-7575,3,6,100,식당·주차장·유족대기실,사설(전문),
충청남도,천안시 동남구,천안의료원장례식장,충청남도 천안시 동남구 충절로 537 (삼룡동),041-570-7099,6,10,240,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
제주특별자치도,제주시,그랜드부민장례식장,제주특별자치도 제주시 연북로 378 (도남동),064-742-5000,9,28,2000,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,서구,동아대학교병원장례식장,"부산광역시 서구 대신공원로 26 (동대신동3가, 동아대학교병원)",051-256-7070,6,16,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,경산시,자인전문장례식장,경상북도 경산시 자인면 설총로 820 (동부리),053-851-1024,4,6,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,창원시 의창구,동창원장례식장,"경상남도 창원시 의창구 동읍 의창대로 870-5  지하1층 (용잠리, 동창원요양병원)",055-299-4005,0,4,40,,사설(병원),
서울특별시,은평구,청구성심병원장례식장,"서울특별시 은평구 통일로 873 (갈현동, 청구성심병원)",02-352-4445,4,6,60,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,원주시,서원 바른장례식장,강원도 원주시 판부면 치악로 1133 (금대리),033-735-4444,5,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
광주광역시,광산구,스카이장례식장,광주광역시 광산구 북문대로 603 (수완동),062-951-1004,9,12,1000,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,평창군,진부장례식장,강원도 평창군 진부면 오대천로 1958-21 (하진부리),033-339-9035,3,6,20,식당·주차장·유족대기실,공설(전문),
경기도,김포시,쉴낙원 김포장례식장,"경기도 김포시 승가로58번길 7 (풍무동, 김포쉴낙원)",031-449-1009,8,12,180,식당·주차장·유족대기실,사설(전문),
전북특별자치도,남원시,남원장례식장,전라북도 남원시 충정로 265-7 (월락동),063-635-4444,5,6,200,주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,양산시,양산장례식장,"경상남도 양산시 동면 남양산길 73, 양산장례식장",055-366-4440,9,12,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,김포시,김포시우리병원장례식장,경기도 김포시 감암로 11 (걸포동),031-999-1444,5,12,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,남해군,남해병원장례식장,경상남도 남해군 남해읍 화전로 175 (아산리),055-863-5444,5,8,0,식당·매점·주차장·유족대기실,사설(병원),
충청북도,제천시,명지병원장례식장,"충청북도 제천시 내토로 993, 제천명지병원장례식장 (고암동)",043-651-4440,4,8,200,식당·매점·주차장·유족대기실,사설(병원),
충청남도,청양군,정산미당장례식장,충청남도 청양군 장평면 충의로 797 (미당리),041-942-4447,0,0,0,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,거창군,거창장례식장,경상남도 거창군 거창읍 장팔길 159-15 (장팔리),055-944-4444,4,10,70,식당·주차장,사설(전문),
경상남도,함양군,함양제일장례식장,경상남도 함양군 함양읍 고운로 476-19 (백천리),055-962-4002,5,6,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,포항시 북구,포항시 북구시티병원장례식장,"경상북도 포항시 북구 장량로31번길 56 (장성동, 시티병원)",054-231-4444,4,6,0,,사설(병원),
경상북도,영주시,명품병원장례문화원장례식장,경상북도 영주시 반지미로 260 (가흥동),054-634-1444,5,6,350,매점·주차장·유족대기실,사설(병원),
경기도,안양시,한림대성심병원장례식장,"경기도 안양시 동안구 관평로170번길 22 (평촌동, 한림대성심병원)",031-382-5004,6,10,0,매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,양산시,쉴낙원양산시민장례식장,경상남도 양산시 상북면 와곡1길 26 (소토리),055-381-4444,8,10,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,청주시 청원구,초정장례식장,충청북도 청주시 청원구 내수읍 우산길 93 (우산리),043-213-0030,5,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
대전광역시,중구,평화원 장례식장,대전광역시 중구 대전천서로 745 (중촌동),042-531-4444,7,18,400,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,영광군,영광농협장례식장,전라남도 영광군 영광읍 영대로 213 (월평리),061-353-0444,3,6,300,식당·주차장·유족대기실·장애인편의시설,사설(전문),
